Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Transcript start (bp),Overlapping Transcript end (bp),Overlapping TSS,Selected Strand,Selected Gene name,Selected Transcript start (bp),Selected Transcript end (bp),Selected TSS,overlap type
ENSG00000114745,ENSG00000168026,1,TTC21A,39107680,39138900,39107680,-1,GORASP1,39096599,39107627,39107627,2.0
ENSG00000163702,ENSG00000163701,1,IL17RE,9902848,9916397,9902848,1,IL17RC,9917098,9933621,9917098,1.0
ENSG00000154813,ENSG00000154814,1,OXNAD1,16265212,16306087,16265212,-1,DPH3,16257061,16264943,16264943,2.0
ENSG00000154814,ENSG00000154813,-1,DPH3,16257061,16264943,16264943,1,OXNAD1,16265212,16306087,16265212,2.0
ENSG00000163913,ENSG00000129071,-1,MBD4,129430947,129439948,129439948,1,IFT122,129440224,129520507,129440224,2.0
ENSG00000144645,ENSG00000197385,1,ZNF860,31981750,31991723,31981750,-1,OSBPL10,31660825,31981262,31981262,2.0
ENSG00000197385,ENSG00000144645,-1,OSBPL10,31660825,31981262,31981262,1,ZNF860,31981750,31991723,31981750,2.0
ENSG00000184307,ENSG00000178075,1,GRAMD1C,113838788,113947174,113838788,1,ZDHHC23,113948013,113963373,113948013,1.0
ENSG00000163617,ENSG00000151576,1,QTRT2,114056737,114088422,114056737,-1,CCDC191,113964137,114056526,114056526,2.0
ENSG00000151576,ENSG00000163617,-1,CCDC191,113964137,114056526,114056526,1,QTRT2,114056737,114088422,114056737,2.0
ENSG00000079257,ENSG00000168827,1,GFM1,158644527,158695581,158644527,-1,LXN,158666414,158672648,158672648,5.0
ENSG00000144771,ENSG00000157445,1,CACNA2D3,54122552,55074557,54122552,-1,LRTM1,54918231,54928059,54928059,5.0
ENSG00000163938,ENSG00000163939,-1,PBRM1,52545367,52685913,52685913,1,GNL3,52686032,52694497,52686032,2.0
ENSG00000016864,ENSG00000114902,1,SPCS1,52706106,52711148,52706106,-1,GLT8D1,52694486,52705791,52705791,2.0
ENSG00000114902,ENSG00000016864,-1,GLT8D1,52694486,52705791,52705791,1,SPCS1,52706106,52711148,52706106,2.0
ENSG00000168026,ENSG00000114745,-1,GORASP1,39096599,39107627,39107627,1,TTC21A,39107680,39138900,39107680,2.0
ENSG00000121579,ENSG00000114573,1,ATP6V1A,113747035,113812056,113747035,-1,NAA50,113716458,113746249,113746249,2.0
ENSG00000178035,ENSG00000198218,-1,QRICH1,49029707,49094071,49094071,-1,IMPDH2,49024325,49029398,49029398,1.0
ENSG00000172046,ENSG00000172037,-1,LAMB2,49121114,49133050,49133050,-1,USP19,49108050,49120823,49120823,1.0
ENSG00000163807,ENSG00000163808,1,KIF15,44761794,44853256,44761794,-1,KIAA1143,44748744,44761619,44761619,2.0
ENSG00000163808,ENSG00000163807,-1,KIAA1143,44748744,44761619,44761619,1,KIF15,44761794,44853256,44761794,2.0
ENSG00000075914,ENSG00000163812,-1,ZDHHC3,44915261,44976174,44976174,1,EXOSC7,44976244,45011471,44976244,2.0
ENSG00000163812,ENSG00000075914,1,EXOSC7,44976244,45011471,44976244,-1,ZDHHC3,44915261,44976174,44976174,2.0
ENSG00000114573,ENSG00000121579,-1,NAA50,113716458,113746249,113746249,1,ATP6V1A,113747035,113812056,113747035,2.0
ENSG00000153767,ENSG00000144840,-1,RABL3,120684938,120742516,120742516,1,GTF2E1,120742744,120783069,120742744,2.0
ENSG00000163939,ENSG00000163938,1,GNL3,52686032,52694497,52686032,-1,PBRM1,52545367,52685913,52685913,2.0
ENSG00000197885,ENSG00000174748,1,RPL15,23917132,23920989,23917132,-1,NKIRAS1,23889951,23916990,23916990,2.0
ENSG00000174748,ENSG00000197885,-1,NKIRAS1,23889951,23916990,23916990,1,RPL15,23917132,23920989,23917132,2.0
ENSG00000169814,ENSG00000131373,-1,HACL1,15560699,15601569,15601569,1,BTD,15601745,15653714,15601745,2.0
ENSG00000255423,ENSG00000163605,1,PPP4R2,72996811,73069198,72996811,1,EBLN2,73061659,73063337,73061659,6.0
ENSG00000170266,ENSG00000188167,-1,TMPPE,33090422,33097146,33097146,-1,GLB1,32996617,33097146,33097146,3.0
ENSG00000188167,ENSG00000170266,-1,GLB1,32996617,33097146,33097146,-1,TMPPE,33090422,33097146,33097146,3.0
ENSG00000178567,ENSG00000076242,1,MLH1,36993518,37050846,36993518,-1,EPM2AIP1,36985043,36993131,36993131,2.0
ENSG00000076242,ENSG00000178567,-1,EPM2AIP1,36985043,36993131,36993131,1,MLH1,36993518,37050846,36993518,2.0
ENSG00000177494,ENSG00000153283,1,CD96,111542197,111652372,111542197,-1,ZBED2,111592900,111595346,111595346,5.0
ENSG00000163528,ENSG00000170876,1,TMEM43,14125052,14143680,14125052,-1,CHCHD4,14112077,14124870,14124870,2.0
ENSG00000170876,ENSG00000163528,-1,CHCHD4,14112077,14124870,14124870,1,TMEM43,14125052,14143680,14125052,2.0
ENSG00000068885,ENSG00000113810,1,SMC4,160399650,160434953,160399650,-1,IFT80,160256986,160399225,160399225,2.0
ENSG00000113810,ENSG00000068885,-1,IFT80,160256986,160399225,160399225,1,SMC4,160399650,160434953,160399650,2.0
ENSG00000163029,ENSG00000178295,1,GEN1,17754138,17788946,17754138,-1,SMC6,17663812,17753810,17753810,2.0
ENSG00000084754,ENSG00000138029,1,HADHB,26244939,26290465,26244939,-1,HADHA,26190635,26244632,26244632,2.0
ENSG00000178295,ENSG00000163029,-1,SMC6,17663812,17753810,17753810,1,GEN1,17754138,17788946,17754138,2.0
ENSG00000138029,ENSG00000084754,-1,HADHA,26190635,26244632,26244632,1,HADHB,26244939,26290465,26244939,2.0
ENSG00000143951,ENSG00000014641,1,MDH1,63588963,63607197,63588963,-1,WDPCP,63119559,63588477,63588477,2.0
ENSG00000243667,ENSG00000115946,1,PNO1,68157888,68176238,68157888,-1,DNAAF10,68129805,68157527,68157527,2.0
ENSG00000115946,ENSG00000243667,-1,DNAAF10,68129805,68157527,68157527,1,PNO1,68157888,68176238,68157888,2.0
ENSG00000115239,ENSG00000068912,1,ERLEC1,53787044,53818796,53787044,-1,ASB3,53669980,53786953,53786953,2.0
ENSG00000135951,ENSG00000144182,1,LIPT1,99154967,99163137,99154967,-1,TSGA10,98997261,99154942,99154942,2.0
ENSG00000144021,ENSG00000135956,-1,TMEM127,96248514,96265997,96265997,1,CIAO1,96266225,96274173,96266225,2.0
ENSG00000186132,ENSG00000155368,1,DBI,119366977,119372543,119366977,-1,C2orf76,119302225,119366834,119366834,2.0
ENSG00000198142,ENSG00000186522,-1,SEPTIN10,109542799,109613966,109613966,1,SOWAHC,109614364,109618990,109614364,2.0
ENSG00000136718,ENSG00000136710,-1,CCDC115,130337933,130342164,130342164,1,IMP4,130342897,130347967,130342897,2.0
ENSG00000186522,ENSG00000198142,1,SOWAHC,109614364,109618990,109614364,-1,SEPTIN10,109542799,109613966,109613966,2.0
ENSG00000138400,ENSG00000118246,1,FASTKD2,206765606,206796189,206765606,-1,MDH1B,206737763,206765328,206765328,2.0
ENSG00000174453,ENSG00000144451,1,SPAG16,213284464,214410501,213284464,1,VWC2L,214411054,214578976,214411054,1.0
ENSG00000118246,ENSG00000138400,-1,MDH1B,206737763,206765328,206765328,1,FASTKD2,206765606,206796189,206765606,2.0
ENSG00000136710,ENSG00000136718,1,IMP4,130342897,130347967,130342897,-1,CCDC115,130337933,130342164,130342164,2.0
ENSG00000121988,ENSG00000048991,1,R3HDM1,135531484,135725269,135531484,-1,ZRANB3,135196969,135531218,135531218,2.0
ENSG00000168397,ENSG00000176946,-1,THAP4,241584405,241637158,241637158,1,ATG4B,241637693,241673857,241637693,2.0
ENSG00000168385,ENSG00000115677,-1,HDLBP,241227291,241315672,241315672,1,SEPTIN2,241315925,241354027,241315925,2.0
ENSG00000250565,ENSG00000119729,1,RHOQ,46542490,46584688,46542490,-1,ATP6V1E2,46511847,46542577,46542577,2.0
ENSG00000119729,ENSG00000250565,-1,ATP6V1E2,46511847,46542577,46542577,1,RHOQ,46542490,46584688,46542490,2.0
ENSG00000151665,ENSG00000119878,1,CRIPT,46617215,46630176,46617215,-1,PIGF,46580937,46617041,46617041,2.0
ENSG00000119878,ENSG00000151665,-1,PIGF,46580937,46617041,46617041,1,CRIPT,46617215,46630176,46617215,2.0
ENSG00000241119,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A9,233671898,233773300,233671898,6.0
ENSG00000241119,ENSG00000242515,1,UGT1A10,233636448,233773300,233636448,1,UGT1A9,233671898,233773300,233671898,6.0
ENSG00000167165,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A6,233692890,233773300,233692890,6.0
ENSG00000167165,ENSG00000242515,1,UGT1A10,233636448,233773300,233636448,1,UGT1A6,233692890,233773300,233692890,6.0
ENSG00000167165,ENSG00000241119,1,UGT1A9,233671898,233773300,233671898,1,UGT1A6,233692890,233773300,233692890,6.0
ENSG00000167165,ENSG00000244122,1,UGT1A7,233681901,233773300,233681901,1,UGT1A6,233692890,233773300,233692890,6.0
ENSG00000241635,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000241635,ENSG00000242515,1,UGT1A10,233636448,233773300,233636448,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000241635,ENSG00000241119,1,UGT1A9,233671898,233773300,233671898,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000241635,ENSG00000244122,1,UGT1A7,233681901,233773300,233681901,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000241635,ENSG00000167165,1,UGT1A6,233692890,233773300,233692890,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000241635,ENSG00000244474,1,UGT1A4,233718736,233773300,233718736,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000241635,ENSG00000288702,1,UGT1A3,233729042,233773300,233729042,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000241635,ENSG00000288705,1,UGT1A5,233712907,233773300,233712907,1,UGT1A1,233760270,233773300,233760270,6.0
ENSG00000244474,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A4,233718736,233773300,233718736,6.0
ENSG00000244474,ENSG00000242515,1,UGT1A10,233636448,233773300,233636448,1,UGT1A4,233718736,233773300,233718736,6.0
ENSG00000244474,ENSG00000241119,1,UGT1A9,233671898,233773300,233671898,1,UGT1A4,233718736,233773300,233718736,6.0
ENSG00000244474,ENSG00000244122,1,UGT1A7,233681901,233773300,233681901,1,UGT1A4,233718736,233773300,233718736,6.0
ENSG00000244474,ENSG00000167165,1,UGT1A6,233692890,233773300,233692890,1,UGT1A4,233718736,233773300,233718736,6.0
ENSG00000244474,ENSG00000288705,1,UGT1A5,233712907,233773300,233712907,1,UGT1A4,233718736,233773300,233718736,6.0
ENSG00000288702,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A3,233729042,233773300,233729042,6.0
ENSG00000288702,ENSG00000242515,1,UGT1A10,233636448,233773300,233636448,1,UGT1A3,233729042,233773300,233729042,6.0
ENSG00000288702,ENSG00000241119,1,UGT1A9,233671898,233773300,233671898,1,UGT1A3,233729042,233773300,233729042,6.0
ENSG00000288702,ENSG00000244122,1,UGT1A7,233681901,233773300,233681901,1,UGT1A3,233729042,233773300,233729042,6.0
ENSG00000288702,ENSG00000167165,1,UGT1A6,233692890,233773300,233692890,1,UGT1A3,233729042,233773300,233729042,6.0
ENSG00000288702,ENSG00000244474,1,UGT1A4,233718736,233773300,233718736,1,UGT1A3,233729042,233773300,233729042,6.0
ENSG00000288702,ENSG00000288705,1,UGT1A5,233712907,233773300,233712907,1,UGT1A3,233729042,233773300,233729042,6.0
ENSG00000288705,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A5,233712907,233773300,233712907,6.0
ENSG00000288705,ENSG00000242515,1,UGT1A10,233636448,233773300,233636448,1,UGT1A5,233712907,233773300,233712907,6.0
ENSG00000288705,ENSG00000241119,1,UGT1A9,233671898,233773300,233671898,1,UGT1A5,233712907,233773300,233712907,6.0
ENSG00000288705,ENSG00000244122,1,UGT1A7,233681901,233773300,233681901,1,UGT1A5,233712907,233773300,233712907,6.0
ENSG00000288705,ENSG00000167165,1,UGT1A6,233692890,233773300,233692890,1,UGT1A5,233712907,233773300,233712907,6.0
ENSG00000244122,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A7,233681901,233773300,233681901,6.0
ENSG00000244122,ENSG00000242515,1,UGT1A10,233636448,233773300,233636448,1,UGT1A7,233681901,233773300,233681901,6.0
ENSG00000244122,ENSG00000241119,1,UGT1A9,233671898,233773300,233671898,1,UGT1A7,233681901,233773300,233681901,6.0
ENSG00000242515,ENSG00000242366,1,UGT1A8,233617633,233773300,233617633,1,UGT1A10,233636448,233773300,233636448,6.0
ENSG00000008869,ENSG00000152133,1,GPATCH11,37084518,37099244,37084518,-1,HEATR5B,36980895,37084372,37084372,2.0
ENSG00000115816,ENSG00000003509,1,NDUFAF7,37231658,37249160,37231658,-1,CEBPZ,37201612,37231596,37231596,2.0
ENSG00000003509,ENSG00000115816,-1,CEBPZ,37201612,37231596,37231596,1,NDUFAF7,37231658,37249160,37231658,2.0
ENSG00000005448,ENSG00000284308,-1,C2orf81,74414177,74421619,74421619,1,WDR54,74421730,74425755,74421730,2.0
ENSG00000239779,ENSG00000115274,1,INO80B,74455087,74457944,74455087,1,WBP1,74458438,74460881,74458438,1.0
ENSG00000204822,ENSG00000135637,-1,CCDC142,74472832,74482998,74482998,-1,MRPL53,74471982,74472680,74472680,1.0
ENSG00000115282,ENSG00000135637,-1,CCDC142,74472832,74482998,74482998,1,TTC31,74483081,74494559,74483081,2.0
ENSG00000135637,ENSG00000115282,1,TTC31,74483081,74494559,74483081,-1,CCDC142,74472832,74482998,74482998,2.0
ENSG00000144045,ENSG00000115307,-1,AUP1,74526652,74529706,74529706,-1,DQX1,74518131,74526231,74526231,1.0
ENSG00000115317,ENSG00000115307,-1,AUP1,74526652,74529706,74529706,1,HTRA2,74529933,74533319,74529933,2.0
ENSG00000115307,ENSG00000115317,1,HTRA2,74529933,74533319,74529933,-1,AUP1,74526652,74529706,74529706,2.0
ENSG00000132300,ENSG00000068654,-1,POLR1A,86020216,86105886,86105886,1,PTCD3,86106235,86142157,86106235,2.0
ENSG00000144488,ENSG00000132330,1,SCLY,238061001,238099413,238061001,1,ESPNL,238100340,238133287,238100340,1.0
ENSG00000135902,ENSG00000237412,1,PRSS56,232520388,232525716,232520388,1,CHRND,232526160,232536664,232526160,1.0
ENSG00000138078,ENSG00000143919,1,CAMKMT,44361947,44772592,44361947,-1,PREPL,44317607,44361494,44361494,2.0
ENSG00000135956,ENSG00000144021,1,CIAO1,96266225,96274173,96266225,-1,TMEM127,96248514,96265997,96265997,2.0
ENSG00000135914,ENSG00000173692,1,PSMD1,231056867,231172827,231056867,-1,HTR2B,231108230,231125042,231125042,5.0
ENSG00000115657,ENSG00000198925,-1,ATG9A,219219380,219229636,219229636,-1,ABCB6,219209772,219218958,219218958,1.0
ENSG00000163516,ENSG00000198925,-1,ATG9A,219219380,219229636,219229636,1,ANKZF1,219229806,219236679,219229806,2.0
ENSG00000198925,ENSG00000163516,1,ANKZF1,219229806,219236679,219229806,-1,ATG9A,219219380,219229636,219229636,2.0
ENSG00000163521,ENSG00000115661,1,STK16,219245479,219250337,219245479,-1,GLB1L,219236598,219245444,219245444,2.0
ENSG00000115661,ENSG00000163521,-1,GLB1L,219236598,219245444,219245444,1,STK16,219245479,219250337,219245479,2.0
ENSG00000243910,ENSG00000127824,-1,TUBA4A,219249710,219253918,219253918,1,TUBA4B,219253243,219272197,219253243,2.0
ENSG00000152082,ENSG00000136699,-1,SMPD4,130151408,130181602,130181602,1,MZT2B,130182262,130190727,130182262,2.0
ENSG00000153832,ENSG00000153827,-1,TRIP12,229763837,229922009,229922009,1,FBXO36,229922503,230013119,229922503,2.0
ENSG00000162994,ENSG00000143947,1,RPS27A,55232688,55235853,55232688,-1,CLHC1,55172547,55232293,55232293,2.0
ENSG00000014641,ENSG00000143951,-1,WDPCP,63119559,63588477,63588477,1,MDH1,63588963,63607197,63588963,2.0
ENSG00000115234,ENSG00000115211,-1,EIF2B4,27364352,27370338,27370338,1,SNX17,27370616,27377535,27370616,2.0
ENSG00000163795,ENSG00000115241,-1,PPM1G,27381199,27409591,27409591,-1,ZNF513,27377235,27380734,27380734,1.0
ENSG00000157992,ENSG00000115216,1,NRBP1,27428631,27442259,27428631,1,KRTCAP3,27442381,27444297,27442381,1.0
ENSG00000115947,ENSG00000204406,1,MBD5,148021091,148516971,148021091,-1,ORC4,147930396,148020737,148020737,2.0
ENSG00000204406,ENSG00000115947,-1,ORC4,147930396,148020737,148020737,1,MBD5,148021091,148516971,148021091,2.0
ENSG00000221944,ENSG00000135930,1,EIF4E2,232550689,232569210,232550689,-1,TIGD1,232543883,232550557,232550557,2.0
ENSG00000144182,ENSG00000135951,-1,TSGA10,98997261,99154942,99154942,1,LIPT1,99154967,99163137,99154967,2.0
ENSG00000273045,ENSG00000135951,-1,TSGA10,98997261,99154942,99154942,1,C2orf15,99141707,99151669,99141707,5.0
ENSG00000158411,ENSG00000185414,1,MRPL30,99181184,99199561,99181184,-1,MITD1,99169263,99181058,99181058,2.0
ENSG00000185414,ENSG00000158411,-1,MITD1,99169263,99181058,99181058,1,MRPL30,99181184,99199561,99181184,2.0
ENSG00000162971,ENSG00000162972,1,MAIP1,199955582,199964117,199955582,-1,TYW5,199928913,199955491,199955491,2.0
ENSG00000115541,ENSG00000144381,-1,HSPD1,197486584,197499840,197499840,1,HSPE1,197500379,197503449,197500379,2.0
ENSG00000154479,ENSG00000144362,1,PHOSPHO2,169694469,169701708,169694469,-1,CFAP210,169645425,169694405,169694405,2.0
ENSG00000144362,ENSG00000154479,-1,CFAP210,169645425,169694405,169694405,1,PHOSPHO2,169694469,169701708,169694469,2.0
ENSG00000144381,ENSG00000115541,1,HSPE1,197500379,197503449,197500379,-1,HSPD1,197486584,197499840,197499840,2.0
ENSG00000180228,ENSG00000204311,1,PJVK,178451378,178462102,178451378,-1,PRKRA,178431414,178451175,178451175,2.0
ENSG00000204311,ENSG00000180228,-1,PRKRA,178431414,178451175,178451175,1,PJVK,178451378,178462102,178451378,2.0
ENSG00000124006,ENSG00000123999,1,INHA,219572310,219575711,219572310,-1,OBSL1,219550728,219571539,219571539,2.0
ENSG00000123999,ENSG00000124006,-1,OBSL1,219550728,219571539,219571539,1,INHA,219572310,219575711,219572310,2.0
ENSG00000138433,ENSG00000144306,1,SCRN3,174395730,174429575,174395730,-1,CIR1,174348022,174395712,174395712,2.0
ENSG00000144306,ENSG00000138433,-1,CIR1,174348022,174395712,174395712,1,SCRN3,174395730,174429575,174395730,2.0
ENSG00000115474,ENSG00000204120,1,GIGYF2,232697331,232860605,232697331,-1,KCNJ13,232765802,232776565,232776565,5.0
ENSG00000163214,ENSG00000188010,1,MORN2,38875976,38882709,38875976,-1,DHX57,38797729,38875934,38875934,2.0
ENSG00000135913,ENSG00000144580,1,CNOT9,218568839,218597080,218568839,-1,USP37,218450251,218568351,218568351,2.0
ENSG00000074582,ENSG00000115568,-1,ZNF142,218633329,218659623,218659623,1,BCS1L,218659683,218663443,218659683,2.0
ENSG00000163481,ENSG00000163482,1,STK36,218672086,218702715,218672086,-1,RNF25,218663892,218672002,218672002,2.0
ENSG00000163482,ENSG00000163481,-1,RNF25,218663892,218672002,218672002,1,STK36,218672086,218702715,218672086,2.0
ENSG00000115568,ENSG00000074582,1,BCS1L,218659683,218663443,218659683,-1,ZNF142,218633329,218659623,218659623,2.0
ENSG00000188760,ENSG00000123989,-1,CHPF,219538954,219543809,219543809,1,TMEM198,219544028,219550595,219544028,2.0
ENSG00000162951,ENSG00000066032,1,CTNNA2,79513051,80648780,79513051,-1,LRRTM1,80301878,80304752,80304752,5.0
ENSG00000115318,ENSG00000115325,1,DOK1,74554720,74557551,74554720,-1,LOXL3,74532258,74553942,74553942,2.0
ENSG00000115993,ENSG00000082146,1,STRADB,201451740,201480846,201451740,-1,TRAK2,201377207,201451458,201451458,2.0
ENSG00000082146,ENSG00000115993,-1,TRAK2,201377207,201451458,201451458,1,STRADB,201451740,201480846,201451740,2.0
ENSG00000138092,ENSG00000184924,-1,PTRHD1,24789728,24793391,24793391,1,CENPO,24793425,24822376,24793425,2.0
ENSG00000173349,ENSG00000136709,-1,WDR33,127701027,127811171,127811171,1,SFT2D3,127701497,127705242,127701497,4.0
ENSG00000143947,ENSG00000162994,-1,CLHC1,55172547,55232293,55232293,1,RPS27A,55232688,55235853,55232688,2.0
ENSG00000184924,ENSG00000138092,1,CENPO,24793425,24822376,24793425,-1,PTRHD1,24789728,24793391,24793391,2.0
ENSG00000119013,ENSG00000155744,-1,HYCC2,200973718,201071671,201071671,1,NDUFB3,201072001,201085750,201072001,2.0
ENSG00000138075,ENSG00000143921,1,ABCG8,43838971,43882988,43838971,-1,ABCG5,43812472,43838839,43838839,2.0
ENSG00000143921,ENSG00000138075,-1,ABCG5,43812472,43838839,43838839,1,ABCG8,43838971,43882988,43838971,2.0
ENSG00000223658,ENSG00000152527,1,PLEKHH2,43637260,43767987,43637260,-1,C1GALT1C1L,43675151,43676429,43676429,5.0
ENSG00000138380,ENSG00000138442,-1,WDR12,202874261,202911673,202911673,1,CARF,202912275,202988263,202912275,2.0
ENSG00000068654,ENSG00000132300,1,PTCD3,86106235,86142157,86106235,-1,POLR1A,86020216,86105886,86105886,2.0
ENSG00000115827,ENSG00000123600,-1,METTL8,171315746,171433990,171433990,1,DCAF17,171434226,171485052,171434226,2.0
ENSG00000127824,ENSG00000243910,1,TUBA4B,219253243,219272197,219253243,-1,TUBA4A,219249710,219253918,219253918,2.0
ENSG00000138381,ENSG00000286053,1,ASDURF,189661459,189666401,189661459,1,ASNSD1,189661459,189670831,189661459,3.0
ENSG00000286053,ENSG00000138381,1,ASNSD1,189661459,189670831,189661459,1,ASDURF,189661459,189666401,189661459,3.0
ENSG00000128699,ENSG00000064933,1,PMS1,189784450,189877629,189784450,-1,ORMDL1,189770267,189784339,189784339,2.0
ENSG00000169031,ENSG00000081052,-1,COL4A4,227002714,227164205,227164205,1,COL4A3,227164624,227314792,227164624,2.0
ENSG00000081052,ENSG00000169031,1,COL4A3,227164624,227314792,227164624,-1,COL4A4,227002714,227164205,227164205,2.0
ENSG00000144591,ENSG00000286095,1,SPEGNB,219496131,219498287,219496131,1,GMPPA,219498891,219506989,219498891,1.0
ENSG00000123600,ENSG00000115827,1,DCAF17,171434226,171485052,171434226,-1,METTL8,171315746,171433990,171433990,2.0
ENSG00000284308,ENSG00000005448,1,WDR54,74421730,74425755,74421730,-1,C2orf81,74414177,74421619,74421619,2.0
ENSG00000155744,ENSG00000119013,1,NDUFB3,201072001,201085750,201072001,-1,HYCC2,200973718,201071671,201071671,2.0
ENSG00000144230,ENSG00000072163,-1,LIMS2,127638426,127675530,127675530,1,GPR17,127646153,127652639,127646153,5.0
ENSG00000138442,ENSG00000138380,1,CARF,202912275,202988263,202912275,-1,WDR12,202874261,202911673,202911673,2.0
ENSG00000243943,ENSG00000221843,1,C2orf16,27537386,27582722,27537386,1,ZNF512,27583042,27623217,27583042,1.0
ENSG00000176714,ENSG00000198522,1,GPN1,27629050,27651511,27629050,-1,CCDC121,27625638,27629012,27629012,2.0
ENSG00000198522,ENSG00000176714,-1,CCDC121,27625638,27629012,27629012,1,GPN1,27629050,27651511,27629050,2.0
ENSG00000119760,ENSG00000163798,1,SLC4A1AP,27663889,27694969,27663889,-1,SUPT7L,27650809,27663614,27663614,2.0
ENSG00000196290,ENSG00000240344,-1,PPIL3,200870907,200889077,200889077,1,NIF3L1,200889371,200903925,200889371,2.0
ENSG00000176946,ENSG00000168397,1,ATG4B,241637693,241673857,241637693,-1,THAP4,241584405,241637158,241637158,2.0
